"col1","col2","col3","col4","col5"
"1",-0.748101530103571,0.057170451831253,1.10857547199464,0.286504375123735,-0.524612836012448
"2",0.408168077076686,-1.16221430375693,0.268528534795984,0.777974069400396,-1.73208457454231
"3",-0.061557812372198,-0.748252956944435,0.0998010946068391,-0.411169762082651,0.753516497627207
"4",2.61190655352848,1.47469139458228,-0.596153761308568,0.380177789114557,-0.0897587505012869
"5",1.32930146101622,-1.08164640029046,1.09740309529232,-0.0563039769842685,0.768000952137259
"6",1.03753967340956,-0.781009308927373,-0.296122000483938,0.672728215473554,-2.2166426996309
"7",2.03270165568481,-0.37671767900157,0.335348212438787,0.122112614748022,1.03628064500813
"8",0.0823362593506926,-0.222415921767018,-0.917198819699247,-0.802057499758571,-1.83106317692329
"9",-0.682417826753189,0.810656637355444,0.742951915808611,-0.440810834560501,-0.870555943128277
"10",-1.20520396425162,-0.130028795885887,0.307819259550931,0.327660345535469,-0.470597664749157
